Tickers,Analyst Rating,Industry,Working Capital,,,,,Quick Ratio,,,,,EPS,,,,,PE Ratio,,,,,Short to Long Term Debt,,,,,ROE,,,,,Current,,,,,Net Project Margin,,,,,Ave 30 day Volume,Ave 6 month Volume,Ave 3 month Volume,Volume 5day ave,PX 1 Yr Ago,PX 6 Months Ago,PX 3m ago,PX 1 Day ago
TIF UN Equity,2.882352829,"Consumer, Cyclical",3041.40,2769.10,2802.60,2723.60,2905.10,1.53,1.11,1.06,0.85,1.17,1.68,1.03,1.13,0.65,1.67,22.10,20.18,20.18,29.90,28.15,996.80,2201.70,2205.90,2151.60,2243.20,18.47,17.76,17.99,17.74,16.80,5.24,4.17,4.22,4.10,3.99,15.49,12.48,13.00,7.73,14.82,657884.81,667610.125,587340.6875,429993.8125,94.48,133.65,128.17,122.22
NUE UN Equity,3.923076868,Basic Materials,6082.33,6086.79,6098.30,5762.60,5628.68,1.59,1.63,1.64,1.62,1.65,1.63,1.26,0.90,0.35,0.07,7.20,7.50,8.52,12.45,7.97,4407.94,4465.26,4539.07,4560.76,4325.84,26.17,22.39,17.80,12.55,7.73,3.37,3.56,3.36,3.34,3.54,8.23,6.56,5.03,2.10,0.36,687640.81,826904.875,751611,825008.375,55.31,53.93,37.51,41.40
CMA UN Equity,2.85185194,Financial,#N/A N/A,,,,,#N/A N/A,,,,,2.14,1.95,1.98,1.87,-0.46,9.51,9.38,8.36,9.21,5.61,8138.00,8657.00,7372.00,7400.00,9697.00,16.68,16.34,16.44,16.06,10.65,#N/A N/A,,,,,40.17,34.94,34.68,33.21,-8.67,672128.75,679010.75,671379.5625,613244.1875,72.98,69.63,28.99,35.27
IRM UN Equity,3.666666746,Financial,-305.28,-401.68,-626.22,-713.17,-382.21,0.66,0.63,0.55,0.54,0.62,0.10,0.32,0.37,0.13,0.22,30.93,28.73,28.16,34.93,19.67,10353.82,10382.16,10458.25,10616.51,10825.38,17.17,18.62,22.48,16.08,20.94,0.80,0.75,0.66,0.63,0.76,2.81,8.66,10.14,3.49,5.99,944714.94,894508,826276.125,1150969,31.59,31.17,23.31,26.16
KIM UN Equity,3.272727251,Financial,#N/A N/A,,,,,#N/A N/A,,,,,0.24,0.20,0.14,0.22,0.19,26.49,25.73,28.91,28.67,13.23,4965.89,4998.74,5404.25,5408.48,5800.08,9.54,8.09,7.53,7.85,7.50,#N/A N/A,,,,,39.38,35.46,29.69,36.95,31.10,2479400.50,1800166,2100448.5,1770526,18.45,20.07,8.66,12.76
VRSK UW Equity,3.705882311,"Consumer, Non-cyclical",-323.50,-210.50,-142.60,-746.90,-783.90,0.58,0.65,0.74,0.37,0.46,0.82,0.92,0.20,0.81,1.05,36.40,39.76,43.28,40.05,36.29,2891.30,2787.80,2945.00,3399.70,3333.70,27.56,27.87,22.06,20.77,22.92,0.69,0.77,0.85,0.50,0.51,21.50,23.05,5.04,19.53,24.89,440159.81,424825.1875,405607,484197.5938,148.87,152.94,147.74,173.11
ALK UN Equity,4.428571224,"Consumer, Cyclical",-1385.00,-1316.00,-1144.00,-1164.00,-1158.00,0.53,0.57,0.60,0.58,0.64,0.03,2.12,2.61,1.47,-1.89,12.48,12.76,11.33,10.53,6.40,3682.00,3523.00,3353.00,3207.00,3903.00,12.16,13.38,15.19,19.03,13.74,0.59,0.63,0.66,0.64,0.69,0.21,11.45,13.48,8.12,-14.18,777852.38,629205.1875,690771.875,676110.8125,64.07,66.60,26.67,36.49
DISCA UW Equity,3.880000114,Communications,550.00,1058.00,1476.00,1978.00,1751.00,0.97,1.08,1.24,1.29,1.40,0.53,1.33,0.35,0.68,0.55,13.68,11.01,9.06,10.36,6.02,16940.00,17265.00,16299.00,16372.00,15874.00,8.80,14.47,15.70,16.88,17.00,1.16,1.27,1.52,1.61,1.61,14.19,32.83,9.78,16.56,14.05,1728398.75,1674752.875,1675144.375,1627708.375,31.26,31.96,19.65,20.79
FFIV UW Equity,3.599999905,Communications,732.67,432.84,406.06,586.96,156.73,1.52,1.22,1.17,1.32,0.93,1.94,1.43,1.57,1.62,1.01,18.21,16.99,17.31,17.95,14.93,0.00,0.00,0.00,384.82,802.45,37.31,32.24,28.08,23.68,19.66,1.68,1.40,1.37,1.51,1.13,21.30,15.25,16.06,17.31,10.52,324728.53,366358.5313,367392.0625,428480,147.66,138.25,112.69,138.52
COG UN Equity,3.884615421,Energy,439.88,397.30,126.89,240.21,154.61,2.22,1.81,0.82,1.24,0.87,0.62,0.43,0.22,0.36,0.14,16.64,12.70,9.47,10.77,16.99,1261.36,1259.13,1257.40,1255.83,1255.78,29.72,37.39,37.57,32.13,21.04,2.83,2.70,1.43,1.73,1.40,40.95,33.89,21.06,31.85,13.95,1678808.13,2148251.75,1649605.375,1882606,23.64,17.42,18.28,17.74
RSG UN Equity,4,Industrial,-2023.30,-2096.90,-1523.50,-1458.60,-226.70,0.33,0.34,0.41,0.38,0.70,0.73,0.78,0.93,0.91,0.77,26.14,27.60,26.86,26.88,22.29,8645.10,8697.60,8881.20,8952.50,9234.70,13.06,13.29,13.65,13.38,13.54,0.42,0.41,0.49,0.52,0.89,9.48,9.65,11.27,11.23,9.64,424089.19,494118.9063,430032.8125,564849,87.50,90.60,74.11,81.23
SEE UN Equity,3.857142925,Industrial,74.10,-10.80,89.10,127.80,192.40,0.47,0.45,0.43,0.57,0.56,0.37,0.22,0.44,0.68,0.82,17.78,15.53,14.94,14.19,8.37,3645.90,3667.70,3995.20,3906.10,3958.40,#N/A N/A,,,,,1.05,0.99,1.06,1.09,1.14,5.17,2.86,5.58,8.03,10.78,350407.22,477079.2188,408524.625,514765,44.33,37.96,25.88,33.50
MDT UN Equity,4.428571224,"Consumer, Non-cyclical",12024.00,13495.00,14187.00,14483.00,15308.00,1.69,1.90,1.95,2.02,2.05,0.95,0.87,0.64,1.02,1.43,22.71,23.62,25.79,26.34,20.20,25030.00,25324.00,27240.00,26637.00,26596.00,9.83,9.19,8.79,9.32,10.46,2.36,2.59,2.67,2.77,2.75,16.82,14.39,11.53,17.70,24.82,1847501.00,1942134.875,1755949.625,1894734.625,98.11,114.89,94.09,93.16
BKR UN Equity,4.655172348,Energy,5860.00,5644.00,5437.00,5208.00,4512.00,1.04,1.01,0.96,0.97,0.90,0.06,-0.02,0.11,0.07,-15.64,22.29,25.63,27.39,20.63,11.86,8045.00,7979.00,7822.00,7464.00,6495.00,0.99,1.07,1.18,0.65,-69.80,1.65,1.60,1.58,1.52,1.44,0.57,-0.15,0.97,0.76,-188.20,2302869.25,2181547,2010691.25,2279977.5,24.55,25.52,11.75,15.41
CXO UN Equity,4.588235378,Energy,-633.00,-543.00,677.00,-127.00,1214.00,0.32,0.33,0.40,0.55,0.61,-3.49,-0.48,2.82,-2.38,-47.49,25.60,27.17,22.88,28.66,13.44,4708.00,4528.00,4440.00,3989.00,3956.00,5.43,3.75,7.18,-3.84,-70.22,0.62,0.61,1.51,0.89,2.16,-62.95,-9.01,50.36,-39.09,-826.09,718592.56,679942.0625,615445.3125,672124.8125,100.93,91.93,48.04,51.47
HSIC UW Equity,3.444444418,"Consumer, Non-cyclical",1230.34,1283.44,1207.05,1188.13,1413.27,0.68,0.71,0.71,0.66,0.82,0.73,0.77,0.96,2.27,0.91,18.49,20.99,18.37,18.98,13.82,1538.30,1471.60,1339.14,998.35,1583.36,17.74,16.68,17.16,23.32,24.78,1.65,1.70,1.63,1.58,1.64,4.65,4.68,5.60,12.36,5.36,706851.25,672108.1875,692900,632836.625,69.16,67.29,47.14,59.07
CNC UN Equity,4.904761791,"Consumer, Non-cyclical",473.00,943.00,177.00,7391.00,3045.00,0.98,1.01,0.95,1.49,1.02,1.26,1.20,0.23,0.50,0.08,18.97,16.34,11.86,13.76,15.39,7554.00,7881.00,7818.00,14509.00,18271.00,11.36,11.22,11.78,11.26,4.82,1.04,1.07,1.01,1.57,1.14,2.83,2.70,0.50,1.11,0.18,1106287.75,1446138.875,1008496.75,2363462.5,51.48,63.03,60.12,66.52
CAG UN Equity,4,"Consumer, Non-cyclical",704.40,591.20,278.10,-396.20,-417.70,0.51,0.50,0.34,0.33,0.30,0.50,0.26,0.36,0.53,0.42,12.86,13.14,15.51,17.76,15.81,11127.60,10677.30,10795.00,10745.60,10283.50,11.20,12.26,12.06,10.82,10.10,1.31,1.28,1.11,0.88,0.87,8.94,4.84,7.27,9.24,8.00,1255861.88,1285507.25,1057243.375,1556192.625,28.06,33.52,31.30,35.41
KSS UN Equity,3.111111164,"Consumer, Cyclical",2105.00,1843.00,1838.00,1706.00,1880.00,0.34,0.19,0.22,0.12,0.26,1.68,0.38,1.52,0.79,1.72,12.22,8.51,9.24,9.93,2.99,3499.00,6033.00,6049.00,6103.00,6124.00,14.62,14.58,13.45,12.92,12.59,1.77,1.66,1.65,1.42,1.68,3.99,1.52,5.44,2.66,3.88,1909055.13,1529637.625,1890168,1326071.75,48.28,50.06,14.15,20.58
UA UN Equity,3.666666746,"Consumer, Cyclical",1112.70,1111.81,1259.43,1280.20,1176.51,0.94,0.89,1.05,1.05,0.96,#N/A N/A,,,,,#N/A N/A,,,,,1292.29,1309.28,1299.93,1299.22,2236.79,0.32,4.26,5.37,4.42,-28.89,2.02,1.83,2.05,1.90,1.70,1.87,-1.46,7.16,-1.06,-63.39,2012802.88,1191654.875,1373210.25,1926423.375,22.65,18.37,8.00,8.68
CDW UW Equity,4,Communications,917.50,965.00,1054.30,842.70,1018.60,0.94,0.91,0.95,0.90,0.92,1.04,1.35,1.39,1.29,1.18,21.94,24.10,25.32,27.88,17.59,3453.50,3437.70,3396.70,3478.50,3601.40,69.53,69.08,67.80,76.14,82.75,1.29,1.28,1.33,1.24,1.28,3.86,4.25,4.11,4.09,3.83,469176.81,525460.4375,438747.9375,670442.625,113.79,141.08,95.84,117.11
UAA UN Equity,3.030303001,"Consumer, Cyclical",1112.70,1111.81,1259.43,1280.20,1176.51,0.94,0.89,1.05,1.05,0.96,0.05,-0.04,0.23,-0.03,-1.30,73.22,78.59,59.14,77.39,34.29,1292.29,1309.28,1299.93,1299.22,2236.79,0.32,4.26,5.37,4.42,-28.89,2.02,1.83,2.05,1.90,1.70,1.87,-1.46,7.16,-1.06,-63.39,1997269.50,1713920.625,1729457.5,1766876.75,25.90,20.44,8.99,9.58
ADM UN Equity,4.285714149,"Consumer, Non-cyclical",6901.00,6946.00,7158.00,7613.00,8829.00,0.29,0.30,0.31,0.26,0.44,0.41,0.42,0.72,0.90,0.69,13.45,14.88,15.43,14.62,10.07,10701.00,10269.00,9719.00,9877.00,13490.00,8.77,7.00,6.29,7.22,8.12,1.52,1.55,1.60,1.55,1.51,1.52,1.44,2.43,3.09,2.61,855510.06,982191.0625,855479.125,996050.8125,41.94,45.66,35.78,39.56
TAP UN Equity,3.105263233,"Consumer, Non-cyclical",-1864.40,-1479.90,-1601.70,-1511.10,-1630.90,0.27,0.35,0.32,0.33,0.33,0.70,1.52,-1.86,0.76,-0.54,11.67,11.77,13.04,11.75,9.41,10290.90,9720.80,9417.50,9203.80,9633.90,7.31,6.52,1.14,1.80,-0.20,0.56,0.64,0.59,0.59,0.59,6.57,11.17,-14.18,6.58,-5.56,811912.31,650464.75,653139,849259.375,56.85,54.63,42.90,35.34
TGT UN Equity,4.285714149,"Consumer, Cyclical",-2495.00,-1632.00,-2245.00,-2803.00,-1585.00,0.10,0.09,0.12,0.06,0.18,1.54,1.54,1.83,1.40,1.65,14.85,15.43,17.92,20.53,14.50,13445.00,14477.00,13629.00,13880.00,13974.00,25.61,27.07,27.42,28.69,28.37,0.83,0.88,0.84,0.83,0.89,3.48,4.51,5.09,3.83,3.56,1188457.88,1409605.125,1244976.125,903800.625,88.64,123.58,97.51,119.12
NRG UN Equity,4.666666508,Utilities,1513.00,751.00,623.00,729.00,627.00,0.90,0.59,0.63,0.58,0.59,1.73,0.76,1.46,13.53,0.49,21.31,14.70,12.00,1.26,0.86,7093.00,6468.00,6673.00,6447.00,6991.00,#N/A N/A,,,,,1.78,1.33,1.24,1.31,1.22,22.26,8.15,12.42,154.12,5.99,715235.38,813306.75,726389.75,715891.625,36.09,37.38,27.24,32.79
BBY UN Equity,3.538461447,"Consumer, Cyclical",1357.00,843.00,616.00,449.00,797.00,0.40,0.33,0.34,0.23,0.42,2.73,0.99,0.89,1.11,2.87,13.25,12.62,12.16,15.07,9.52,1388.00,4019.00,4134.00,4097.00,4069.00,42.32,44.91,46.82,49.89,45.42,1.18,1.12,1.08,1.05,1.10,4.97,2.90,2.50,3.00,4.90,653394.63,685424.6875,636227.375,711836.8125,71.89,87.91,60.15,87.45
PNR UN Equity,3.736842155,Industrial,546.30,331.30,308.40,312.90,656.80,1.03,0.76,0.75,0.78,1.22,0.30,0.67,0.55,0.58,0.43,20.90,17.28,17.28,19.86,12.41,1448.30,1297.00,1201.50,1109.20,1533.50,8.98,19.95,18.71,18.77,20.04,1.77,1.47,1.44,1.42,1.96,7.45,14.30,12.93,12.95,10.24,385381.88,469000.9375,390863.6875,463498.8125,38.18,45.66,30.84,37.42
SNA UN Equity,3.799999952,Industrial,1329.30,1375.80,1357.80,1432.90,1381.20,1.45,1.48,1.40,1.49,1.45,3.21,3.27,2.99,3.12,2.52,12.87,13.51,12.69,13.68,9.17,1153.80,1181.20,1247.10,1219.60,1172.80,22.12,21.83,21.58,21.31,20.00,2.42,2.48,2.37,2.51,2.50,17.66,17.42,16.70,16.42,14.63,167050.23,160148.6563,169835.8438,169679.4063,161.70,165.86,106.06,135.99
VRTX UW Equity,4.392857075,"Consumer, Non-cyclical",3076.57,3451.75,3388.20,3488.00,3907.65,3.54,3.51,3.20,3.33,3.27,1.05,1.04,0.22,2.26,2.32,20.03,19.09,17.26,53.43,42.93,667.11,656.95,649.80,673.17,532.95,60.50,57.12,52.55,22.37,27.02,3.78,3.74,3.44,3.61,3.54,31.29,28.41,6.06,41.27,39.78,874484.81,769628.4375,812711.0625,740306.8125,178.34,224.03,255.30,291.10
NWSA UW Equity,3.181818247,Communications,568.00,710.00,307.00,991.00,1052.00,0.89,0.95,0.85,1.04,0.98,0.02,-0.09,-0.39,0.15,-1.24,23.15,24.76,31.77,34.79,9.50,1546.00,1453.00,2840.00,2727.00,2520.00,-1.75,1.68,-1.92,-2.01,-10.78,1.15,1.21,1.09,1.36,1.39,0.41,-2.07,-9.70,3.43,-32.22,1055640.38,1115267.625,1018957.063,920818,13.46,14.36,8.93,12.03
BR UN Equity,3.666666746,Technology,490.20,239.70,54.20,-114.20,106.00,1.54,1.17,0.92,0.76,0.97,1.49,1.59,0.49,0.09,1.46,24.63,31.52,32.30,31.22,22.00,1174.40,1470.40,2013.00,2101.60,2406.60,41.67,43.39,38.80,37.49,33.71,1.70,1.30,1.05,0.90,1.08,14.06,15.13,5.89,1.04,13.35,221663.59,291942.0938,231250.4688,298676.4063,132.45,125.00,98.61,128.22
VLO UN Equity,4.727272511,Energy,5567.00,5263.00,4903.00,5809.00,2733.00,0.81,0.81,0.78,0.76,0.30,0.34,1.47,1.48,2.58,-4.54,12.82,14.32,15.65,15.81,43.49,11376.00,10836.00,10875.00,10962.00,12730.00,12.94,11.88,10.76,11.14,2.14,1.43,1.42,1.40,1.44,1.31,0.61,2.22,2.36,4.01,-8.93,1149536.38,1301420.25,1208530.625,1136619,81.84,91.53,46.10,56.34
BF/B UN Equity,2.555555582,"Consumer, Non-cyclical",1860.00,2016.00,1970.00,2268.00,2330.00,1.11,1.30,1.08,1.37,1.52,0.47,0.33,0.39,0.59,0.48,32.38,32.04,36.71,37.98,31.01,2508.00,2440.00,2537.00,2504.00,2353.00,58.35,56.36,54.17,49.67,49.06,3.08,3.87,3.27,3.94,4.51,25.11,21.37,24.28,28.51,25.70,409876.13,419869.2813,402268.5313,477170.5938,57.16,67.48,57.39,64.43
SLG UN Equity,3.333333254,Financial,#N/A N/A,,,,,#N/A N/A,,,,,0.52,1.94,0.40,0.21,1.47,31.54,23.36,30.08,28.00,13.22,6323.74,6514.43,6264.68,5934.26,6649.56,2.95,4.02,3.09,4.70,6.16,#N/A N/A,,,,,15.62,52.66,11.76,6.87,37.71,636767.75,426795.0313,532684.1875,480177.1875,81.00,90.64,43.15,49.92
MAS UN Equity,4.523809433,Industrial,829.00,890.00,883.00,1163.00,1241.00,0.85,0.90,0.87,1.09,1.27,0.39,0.82,0.44,1.59,1.93,17.13,16.37,16.86,19.51,13.64,3316.00,3254.00,3185.00,2973.00,2933.00,#N/A N/A,,,,,1.43,1.46,1.46,1.75,1.83,7.67,10.55,6.47,27.64,33.52,947725.44,908482.1875,852526.5,1037018,39.84,47.53,35.38,50.14
GPS UN Equity,2.826086998,"Consumer, Cyclical",2077.00,1381.00,1433.00,1380.00,1307.00,0.78,0.43,0.47,0.34,0.61,0.72,0.60,0.44,0.37,-0.49,10.11,7.46,7.64,8.38,3.57,1249.00,7775.00,7839.00,7833.00,7677.00,29.95,31.50,26.91,22.93,10.22,1.96,1.49,1.46,1.43,1.41,5.97,6.13,4.19,3.50,-3.94,3490368.50,2353648.5,2887442,5125192,18.30,18.28,6.59,12.28
TPR UN Equity,3.758620739,"Consumer, Cyclical",1665.80,1638.80,991.90,1259.10,993.00,1.63,1.67,0.91,1.22,0.96,0.40,0.51,0.07,1.08,-2.45,12.60,12.34,10.49,10.74,6.04,1602.20,1602.70,3892.40,3829.80,3850.20,21.18,19.04,16.92,17.18,-6.88,2.67,2.79,1.82,2.01,1.87,8.82,9.84,1.47,16.45,-63.12,2115435.25,1610495.25,1800212.875,1825398.25,30.24,27.26,13.04,13.01
REG UW Equity,4.157894611,Financial,#N/A N/A,,,,,#N/A N/A,,,,,0.54,0.31,0.34,0.24,-0.15,39.81,40.41,43.47,37.59,48.58,3683.74,3902.42,4110.85,4142.46,4636.56,4.44,4.53,4.35,3.80,1.97,#N/A N/A,,,,,31.60,18.75,20.18,13.95,-8.93,663542.19,626322.9375,707552.125,480975.1875,68.48,62.57,35.15,45.73
NCLH UN Equity,3.900000095,"Consumer, Cyclical",-2661.03,-2678.99,-2556.88,-2854.25,-1263.46,0.11,0.14,0.14,0.09,0.49,0.54,1.11,2.10,0.57,-8.80,12.12,11.57,11.22,12.84,2.35,6780.45,6585.27,6508.42,7048.06,8830.52,16.80,16.61,15.45,14.91,-20.80,0.22,0.25,0.25,0.20,0.57,8.42,14.43,23.54,8.19,-150.85,7450168.00,4653472,6920060,4623658,51.95,56.80,10.01,15.97
FRT UN Equity,4.052631378,Financial,#N/A N/A,,,,,#N/A N/A,,,,,0.78,1.05,0.84,1.93,0.70,45.45,41.80,46.12,42.19,25.11,3303.69,3304.39,3423.01,3502.28,4500.55,10.78,11.49,11.34,15.16,14.90,#N/A N/A,,,,,25.90,35.10,27.98,61.62,23.65,259509.67,274494.9063,293958.6875,228743,130.93,127.63,72.66,85.54
LOW UN Equity,4.548387051,"Consumer, Cyclical",-269.00,1554.00,961.00,599.00,136.00,0.05,0.18,0.13,0.06,0.06,-1.03,1.31,2.14,1.36,0.67,19.97,18.33,19.67,20.18,14.50,16223.00,22114.00,22094.00,22287.00,23750.00,48.42,52.60,59.78,74.76,151.99,0.98,1.09,1.06,1.04,1.01,-5.27,5.90,7.98,6.03,3.18,1289743.00,1343210.5,1246214.375,1229291,104.22,120.35,88.77,135.71
CTXS UW Equity,3.666666746,Technology,-389.76,-409.81,-419.69,-315.86,-413.00,0.80,0.65,0.60,0.72,0.67,0.84,0.71,2.08,1.59,1.45,27.57,27.50,20.34,23.11,25.90,2155.42,989.04,1011.07,999.33,1981.89,100.49,92.36,87.36,98.16,,0.86,0.76,0.74,0.83,0.78,15.34,12.49,36.96,25.58,21.05,657229.13,841444.3125,747601.375,660230.375,99.83,113.01,147.14,150.06
SPG UN Equity,3.736842155,Financial,#N/A N/A,,,,,#N/A N/A,,,,,1.78,1.60,1.77,1.66,1.43,25.48,22.80,22.42,20.86,8.09,23708.16,23845.27,27162.49,24680.04,28074.79,71.23,74.48,77.00,73.07,74.79,#N/A N/A,,,,,37.81,35.51,38.48,34.33,32.40,2027849.00,1427004.5,1787940.375,2256682.5,162.96,146.11,54.06,68.81
PKG UN Equity,2.866666555,Industrial,1521.70,1673.10,1760.60,1754.60,1869.00,1.85,2.08,2.17,2.23,2.33,1.98,2.05,1.90,1.44,1.50,11.66,11.24,12.86,14.27,11.84,2725.90,2747.00,2741.90,2734.50,2736.10,30.73,29.59,27.28,24.07,21.74,3.05,3.29,3.28,3.42,3.51,10.77,11.00,10.27,7.92,8.29,261816.14,278992.0625,243216.5625,285667.1875,99.79,105.97,85.43,99.65
BWA UN Equity,4.222222328,"Consumer, Cyclical",1420.00,1536.00,1462.00,1507.00,1617.00,1.11,1.20,1.15,1.18,1.24,0.77,0.84,0.94,1.06,0.63,8.49,9.73,8.60,10.26,5.85,2184.00,2193.00,2162.00,2045.00,1950.00,21.16,18.34,17.74,16.70,15.89,1.62,1.66,1.58,1.65,1.76,6.24,6.74,7.78,8.60,5.66,728266.63,838494.5625,668833.875,721439,40.77,42.18,24.73,35.19
HAS UW Equity,4.333333492,"Consumer, Cyclical",1683.13,1757.40,1946.40,5490.44,1579.95,1.93,1.82,1.69,4.77,1.27,0.21,0.11,1.68,2.02,-0.51,21.54,24.85,28.50,25.95,16.72,1867.75,1861.11,1848.56,4191.02,5425.93,22.30,17.96,14.05,21.91,19.35,2.77,2.64,2.33,5.37,1.91,3.65,1.36,13.52,18.72,-6.30,484106.72,573431.875,482994.6875,563322.1875,106.92,105.36,71.20,74.60
RL UN Equity,3.900000095,"Consumer, Cyclical",2394.70,2063.10,1650.70,1673.50,1283.20,1.99,1.40,1.19,1.27,1.14,0.40,1.50,2.37,4.47,-3.38,18.69,15.47,12.86,14.59,15.54,743.20,2680.20,2824.70,2820.80,3037.50,12.78,13.65,14.14,20.55,12.85,3.00,2.30,1.95,1.94,1.61,2.10,8.20,10.67,19.08,-19.54,313497.94,293775.75,300396.0313,281668.1875,110.99,119.81,68.60,70.75
DRE UN Equity,4.066666603,Financial,#N/A N/A,,,,,#N/A N/A,,,,,0.12,0.20,0.62,0.24,0.05,59.53,62.67,34.79,34.69,33.18,2826.82,2838.98,2812.58,2961.67,3146.61,7.76,4.99,8.43,8.86,8.42,#N/A N/A,,,,,16.82,29.98,93.88,37.66,8.59,922258.00,941322.875,885607.9375,1146197.75,32.61,34.62,32.20,36.26
XRX UN Equity,3.285714388,Technology,1384.00,1061.00,417.00,2771.00,2604.00,1.11,1.02,0.86,1.56,1.45,0.57,0.79,0.99,3.78,-0.03,10.29,10.75,8.73,9.67,5.60,5185.00,5174.00,5155.00,4629.00,4636.00,8.63,10.14,13.06,24.97,23.11,1.47,1.33,1.11,1.82,1.77,6.10,7.91,10.05,33.47,-0.11,1288241.00,906457.3125,1072136,1203761.75,36.44,35.90,18.71,15.73
WU UN Equity,2.454545498,Financial,190.90,-333.20,-192.10,-171.10,-435.30,0.16,0.23,0.29,0.29,0.23,0.40,1.43,0.32,0.32,0.43,10.15,10.98,12.57,15.48,10.24,3631.50,3339.50,3497.30,3429.00,3299.60,#N/A N/A,,,,,1.04,0.94,0.96,0.97,0.91,12.95,45.86,10.33,10.35,14.85,1946091.50,2056101.125,1826845.5,1452240.375,20.35,25.85,19.22,21.55
DRI UN Equity,4.266666889,"Consumer, Cyclical",-755.70,-581.50,-878.30,-1022.00,-997.10,0.26,0.37,0.26,0.14,0.22,1.81,1.69,1.39,0.20,1.92,22.06,20.82,20.09,21.14,10.38,927.40,1103.00,5610.70,5714.10,5756.80,30.62,31.10,30.83,27.71,27.30,0.48,0.61,0.43,0.34,0.41,9.95,9.33,7.99,1.20,9.90,750343.75,717475.6875,724511.25,885057.1875,123.64,113.12,52.40,74.78
AEE UN Equity,4.428571224,Utilities,-970.00,-1238.00,-790.00,-1074.00,-903.00,0.35,0.32,0.36,0.30,0.33,0.78,0.73,1.48,0.38,0.59,20.82,22.88,24.63,22.93,23.05,9392.00,9592.00,9569.00,9833.00,10350.00,11.45,10.48,10.20,10.55,9.92,0.59,0.55,0.65,0.57,0.62,12.28,12.98,21.94,7.14,10.14,486908.22,601056.5625,498362.8125,616358.375,76.45,76.15,74.29,73.23
PWR UN Equity,5,"Consumer, Non-cyclical",1775.81,1845.70,1944.40,1567.94,1642.69,1.50,1.42,1.39,1.29,1.40,0.83,0.19,0.93,0.81,0.27,12.88,14.56,13.33,14.87,14.38,1675.11,1855.10,2177.63,1656.06,1954.95,10.21,8.82,8.82,10.50,8.52,2.00,1.97,1.82,1.69,1.78,4.29,0.96,4.06,3.80,1.40,389222.28,479641.0625,388857.5,347766.5938,38.58,40.87,33.13,38.87
VAR UN Equity,3.909090996,"Consumer, Non-cyclical",942.40,531.30,511.40,600.60,551.20,1.19,0.87,0.87,0.88,0.90,0.97,0.32,0.78,0.97,0.48,34.17,31.10,28.05,33.44,23.92,0.00,401.00,410.00,674.00,657.50,23.89,20.83,17.41,15.71,12.88,1.71,1.29,1.27,1.29,1.28,11.37,3.56,8.04,10.64,5.44,195761.20,212304.0313,200237.7344,288487.5938,139.44,146.21,104.19,122.39
MMC UN Equity,3.736842155,Financial,6936.00,1144.00,852.00,389.00,890.00,2.11,1.07,1.03,0.96,1.03,1.42,0.66,0.60,0.77,1.49,21.66,22.62,22.40,24.19,18.13,14915.00,15450.00,14866.00,14224.00,15872.00,21.15,18.72,19.96,22.77,23.41,2.21,1.18,1.14,1.06,1.13,17.59,7.63,7.64,9.17,16.21,795694.81,764239.875,747211.125,604201.625,102.75,111.91,87.33,107.89
EXPD UW Equity,2.571428537,Industrial,1501.07,1432.64,1585.63,1601.61,1459.64,2.07,1.93,2.14,2.18,2.05,0.81,0.90,0.94,0.81,0.73,21.50,20.96,20.52,23.01,20.22,348.19,377.04,375.42,391.71,377.39,30.32,32.21,30.37,28.24,27.56,2.22,2.12,2.34,2.37,2.26,6.92,7.52,7.72,6.72,6.43,607678.56,740142.1875,666142.125,616413.375,75.37,76.83,69.21,77.15
DVA UN Equity,3.461538553,"Consumer, Non-cyclical",994.20,683.69,1792.08,1318.07,1803.19,0.29,0.98,1.48,1.23,1.45,0.90,1.64,0.95,1.89,1.92,16.16,15.98,12.70,13.61,11.82,13456.89,12031.00,11192.26,11175.95,11678.86,3.07,3.27,13.55,27.79,30.96,1.12,1.12,1.81,1.56,1.81,5.44,9.62,4.93,8.45,8.43,364053.22,405893.75,352592.375,342848.4063,58.27,75.55,71.01,81.05
LYV UN Equity,4.176470757,"Consumer, Cyclical",-264.01,-320.84,-109.65,85.30,120.97,0.77,0.73,0.76,0.84,0.85,-0.31,0.43,0.74,-0.88,-0.94,1004.19,253.04,294.73,754.24,477.32,3981.06,4023.01,3974.05,4805.49,5189.23,-2.95,0.47,0.69,-0.44,-14.66,0.94,0.93,0.97,1.02,1.03,-3.04,3.27,4.74,-5.54,-13.53,655653.06,831205,801981.875,661828.8125,69.66,71.74,34.51,45.36
PRGO UN Equity,3.461538553,"Consumer, Non-cyclical",1177.40,1644.60,1415.10,1421.10,1411.20,1.07,1.21,1.13,1.20,1.11,0.47,0.07,0.68,-0.14,0.78,14.83,15.75,21.68,21.59,17.19,3369.00,3623.50,3500.10,3502.90,3598.40,1.92,1.50,4.32,2.55,3.28,1.64,1.92,2.07,2.06,1.86,5.44,0.78,7.74,-1.44,7.93,270196.63,360513.25,295311.4375,239438,50.17,49.28,47.57,55.19
